cluster,age_num,sex,marital_status,city,milieu_resid,region_name,bancarise
77,2,Masculin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
8,58,Masculin,Union libre,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
80,35,Féminin,Union libre,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
77,8,Masculin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
77,11,Masculin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
38,1,Féminin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
38,4,Féminin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
77,12,Masculin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
31,39,Masculin,Marié(e),KOUASSI-DATTEKRO,Rural,GONTOUGO,0
24,34,Féminin,Marié(e),KOUASSI-DATTEKRO,Rural,GONTOUGO,0
77,9,Masculin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
13,68,Masculin,Union libre,KOUASSI-DATTEKRO,Rural,GONTOUGO,1
80,51,Féminin,Union libre,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
77,9,Masculin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
7,59,Féminin,Veuf(ve),KOUASSI-DATTEKRO,Rural,GONTOUGO,0
7,50,Féminin,Veuf(ve),KOUASSI-DATTEKRO,Rural,GONTOUGO,0
7,80,Féminin,Veuf(ve),KOUASSI-DATTEKRO,Rural,GONTOUGO,0
38,5,Féminin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
38,11,Féminin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
80,36,Féminin,Séparé,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
77,1,Masculin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
38,8,Féminin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
31,36,Masculin,Marié(e),KOUASSI-DATTEKRO,Rural,GONTOUGO,0
77,6,Masculin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
6,27,Féminin,Marié(e),KOUASSI-DATTEKRO,Rural,GONTOUGO,0
77,8,Masculin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
38,0,Féminin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
6,26,Féminin,Marié(e),KOUASSI-DATTEKRO,Rural,GONTOUGO,0
8,51,Masculin,Marié(e),KOUASSI-DATTEKRO,Rural,GONTOUGO,0
77,5,Masculin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
38,1,Féminin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
77,5,Masculin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
77,7,Masculin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
31,35,Masculin,Union libre,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
80,30,Féminin,Union libre,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
38,3,Féminin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
38,33,Féminin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
77,7,Masculin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
77,4,Masculin,Célibataire,KOUASSI-DATTEKRO,Rural,GONTOUGO,0
7,78,Féminin,Veuf(ve),KOUASSI-DATTEKRO,Rural,GONTOUGO,0
77,3,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,11,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
85,41,Masculin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
77,8,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
15,33,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
10,21,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
10,16,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
21,34,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
10,29,Féminin,Union libre,KOUN-FAO,Rural,GONTOUGO,1
77,6,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
2,28,Masculin,Union libre,KOUN-FAO,Rural,GONTOUGO,1
38,5,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,12,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,1,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,9,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,3,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
38,4,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
38,12,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,1,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
15,36,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
77,15,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
15,28,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
10,20,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
52,50,Masculin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
15,21,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
38,2,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
38,4,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
38,2,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
38,8,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
38,3,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
15,25,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
85,40,Masculin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
38,7,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
38,23,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
38,13,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
52,56,Masculin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
21,19,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
15,51,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
10,16,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
77,11,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
38,9,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,11,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
10,40,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
77,13,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
52,55,Masculin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
77,6,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
38,18,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
10,30,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
38,1,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
38,19,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
38,11,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,8,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
15,46,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
52,48,Masculin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
77,6,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
15,37,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
38,3,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
15,27,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
85,31,Masculin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
38,9,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
10,38,Féminin,Divorcé(e),KOUN-FAO,Rural,GONTOUGO,1
38,13,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
59,60,Féminin,Divorcé(e),KOUN-FAO,Rural,GONTOUGO,1
38,10,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
7,55,Féminin,Veuf(ve),KOUN-FAO,Rural,GONTOUGO,0
38,1,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
38,20,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
59,66,Féminin,Veuf(ve),KOUN-FAO,Rural,GONTOUGO,1
21,22,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
10,21,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
77,17,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
13,60,Masculin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
59,69,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
10,24,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
21,20,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
10,15,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
21,31,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
38,5,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
8,49,Masculin,Veuf(ve),KOUN-FAO,Rural,GONTOUGO,0
38,23,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,10,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,22,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
7,82,Féminin,Veuf(ve),KOUN-FAO,Rural,GONTOUGO,0
24,42,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,0
38,23,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,2,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
8,49,Masculin,Marié(e),KOUN-FAO,Rural,GONTOUGO,0
77,4,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,2,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,3,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
88,58,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,0
91,71,Masculin,Marié(e),KOUN-FAO,Rural,GONTOUGO,0
59,83,Féminin,Veuf(ve),KOUN-FAO,Rural,GONTOUGO,1
77,4,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
38,30,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
59,56,Féminin,Veuf(ve),KOUN-FAO,Rural,GONTOUGO,1
88,59,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,0
59,47,Féminin,Divorcé(e),KOUN-FAO,Rural,GONTOUGO,1
80,34,Féminin,Séparé,KOUN-FAO,Rural,GONTOUGO,0
38,2,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
21,29,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
7,78,Féminin,Veuf(ve),KOUN-FAO,Rural,GONTOUGO,0
77,2,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,8,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
31,37,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
38,17,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
15,42,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
52,56,Masculin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
38,6,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
15,42,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
38,4,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,15,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
21,23,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,1
38,7,Féminin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
6,33,Féminin,Marié(e),KOUN-FAO,Rural,GONTOUGO,0
85,41,Masculin,Marié(e),KOUN-FAO,Rural,GONTOUGO,1
77,10,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
77,1,Masculin,Célibataire,KOUN-FAO,Rural,GONTOUGO,0
31,39,Masculin,Séparé,KOUN-FAO,Rural,GONTOUGO,0
85,30,Masculin,Marié(e),TANKESSE,Rural,GONTOUGO,1
77,3,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
6,29,Féminin,Marié(e),TANKESSE,Rural,GONTOUGO,0
38,9,Féminin,Célibataire,TANKESSE,Rural,GONTOUGO,0
6,30,Féminin,Marié(e),TANKESSE,Rural,GONTOUGO,0
8,53,Masculin,Marié(e),TANKESSE,Rural,GONTOUGO,0
77,11,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
38,4,Féminin,Célibataire,TANKESSE,Rural,GONTOUGO,0
77,8,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
77,3,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
38,13,Féminin,Célibataire,TANKESSE,Rural,GONTOUGO,0
85,37,Masculin,Marié(e),TANKESSE,Rural,GONTOUGO,1
77,8,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
24,35,Féminin,Marié(e),TANKESSE,Rural,GONTOUGO,0
77,1,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
59,51,Féminin,Veuf(ve),TANKESSE,Rural,GONTOUGO,1
10,22,Féminin,Célibataire,TANKESSE,Rural,GONTOUGO,1
77,18,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
10,17,Féminin,Célibataire,TANKESSE,Rural,GONTOUGO,1
38,12,Féminin,Célibataire,TANKESSE,Rural,GONTOUGO,0
10,17,Féminin,Célibataire,TANKESSE,Rural,GONTOUGO,1
59,39,Féminin,Veuf(ve),TANKESSE,Rural,GONTOUGO,1
77,9,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
77,2,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
77,0,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
52,50,Masculin,Marié(e),TANKESSE,Rural,GONTOUGO,1
38,5,Féminin,Célibataire,TANKESSE,Rural,GONTOUGO,0
6,33,Féminin,Marié(e),TANKESSE,Rural,GONTOUGO,0
52,47,Masculin,Marié(e),TANKESSE,Rural,GONTOUGO,1
38,9,Féminin,Célibataire,TANKESSE,Rural,GONTOUGO,0
38,18,Féminin,Célibataire,TANKESSE,Rural,GONTOUGO,0
77,3,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
77,0,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
77,8,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
24,34,Féminin,Marié(e),TANKESSE,Rural,GONTOUGO,0
21,41,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,1
80,40,Féminin,Célibataire,TANKESSE,Rural,GONTOUGO,0
59,60,Féminin,Veuf(ve),TANKESSE,Rural,GONTOUGO,1
77,17,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
77,19,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
77,11,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
59,42,Féminin,Veuf(ve),TANKESSE,Rural,GONTOUGO,1
85,37,Masculin,Marié(e),TANKESSE,Rural,GONTOUGO,1
38,7,Féminin,Célibataire,TANKESSE,Rural,GONTOUGO,0
6,33,Féminin,Marié(e),TANKESSE,Rural,GONTOUGO,0
38,3,Féminin,Célibataire,TANKESSE,Rural,GONTOUGO,0
85,32,Masculin,Marié(e),TANKESSE,Rural,GONTOUGO,1
15,40,Féminin,Marié(e),TANKESSE,Rural,GONTOUGO,1
77,3,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,0
59,50,Féminin,Célibataire,TANKESSE,Rural,GONTOUGO,1
21,21,Masculin,Célibataire,TANKESSE,Rural,GONTOUGO,1
21,28,Masculin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,1
77,0,Masculin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
6,22,Féminin,Marié(e),TIENKOIKRO,Rural,GONTOUGO,0
85,30,Masculin,Marié(e),TIENKOIKRO,Rural,GONTOUGO,1
31,37,Masculin,Marié(e),TIENKOIKRO,Rural,GONTOUGO,0
38,6,Féminin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
38,8,Féminin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
10,31,Féminin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,1
77,0,Masculin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
38,4,Féminin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
38,12,Féminin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
24,34,Féminin,Marié(e),TIENKOIKRO,Rural,GONTOUGO,0
77,7,Masculin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
52,47,Masculin,Marié(e),TIENKOIKRO,Rural,GONTOUGO,1
38,8,Féminin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
77,7,Masculin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
7,56,Féminin,Veuf(ve),TIENKOIKRO,Rural,GONTOUGO,0
80,41,Féminin,Veuf(ve),TIENKOIKRO,Rural,GONTOUGO,0
77,2,Masculin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
24,37,Féminin,Marié(e),TIENKOIKRO,Rural,GONTOUGO,0
77,0,Masculin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
38,5,Féminin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
31,45,Masculin,Marié(e),TIENKOIKRO,Rural,GONTOUGO,0
91,71,Masculin,Veuf(ve),TIENKOIKRO,Rural,GONTOUGO,0
21,25,Masculin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,1
38,0,Féminin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
77,5,Masculin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
6,22,Féminin,Marié(e),TIENKOIKRO,Rural,GONTOUGO,0
85,29,Masculin,Marié(e),TIENKOIKRO,Rural,GONTOUGO,1
77,2,Masculin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
77,3,Masculin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
77,4,Masculin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
85,35,Masculin,Marié(e),TIENKOIKRO,Rural,GONTOUGO,1
6,27,Féminin,Marié(e),TIENKOIKRO,Rural,GONTOUGO,0
77,23,Masculin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
31,44,Masculin,Marié(e),TIENKOIKRO,Rural,GONTOUGO,0
77,5,Masculin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
38,1,Féminin,Célibataire,TIENKOIKRO,Rural,GONTOUGO,0
77,24,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
77,8,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
8,61,Masculin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
88,55,Féminin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
38,13,Féminin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
77,21,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
38,2,Féminin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
77,14,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
24,38,Féminin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
77,5,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
77,10,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
77,10,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
77,12,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
31,45,Masculin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
8,62,Masculin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
24,48,Féminin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
6,22,Féminin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
38,2,Féminin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
31,37,Masculin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
38,4,Féminin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
31,30,Masculin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
6,28,Féminin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
8,63,Masculin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
77,11,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
77,23,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
77,15,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
88,54,Féminin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
77,7,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
31,29,Masculin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
77,4,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
6,25,Féminin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
38,0,Féminin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
6,27,Féminin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
31,36,Masculin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
31,24,Masculin,Séparé,DIMANDOUGOU,Rural,GONTOUGO,0
77,8,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
88,56,Féminin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
8,62,Masculin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
77,21,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
77,12,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
91,67,Masculin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
38,15,Féminin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
38,5,Féminin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
77,6,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
88,53,Féminin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
77,13,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
77,15,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
24,42,Féminin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
6,29,Féminin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
77,0,Masculin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
31,34,Masculin,Marié(e),DIMANDOUGOU,Rural,GONTOUGO,0
38,3,Féminin,Célibataire,DIMANDOUGOU,Rural,GONTOUGO,0
15,31,Féminin,Marié(e),SANDEGUE,Rural,GONTOUGO,1
7,51,Féminin,Veuf(ve),SANDEGUE,Rural,GONTOUGO,0
77,3,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
77,13,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
38,8,Féminin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
77,1,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
38,7,Féminin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
77,8,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
6,30,Féminin,Marié(e),SANDEGUE,Rural,GONTOUGO,0
77,13,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
38,0,Féminin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
77,6,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
38,11,Féminin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
38,5,Féminin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
77,12,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
77,8,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
85,34,Masculin,Marié(e),SANDEGUE,Rural,GONTOUGO,1
15,26,Féminin,Marié(e),SANDEGUE,Rural,GONTOUGO,1
15,34,Féminin,Marié(e),SANDEGUE,Rural,GONTOUGO,1
38,13,Féminin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
77,5,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
38,5,Féminin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
7,54,Féminin,Veuf(ve),SANDEGUE,Rural,GONTOUGO,0
38,15,Féminin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
6,22,Féminin,Marié(e),SANDEGUE,Rural,GONTOUGO,0
31,25,Masculin,Marié(e),SANDEGUE,Rural,GONTOUGO,0
38,5,Féminin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
85,34,Masculin,Marié(e),SANDEGUE,Rural,GONTOUGO,1
38,8,Féminin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
77,1,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
15,25,Féminin,Marié(e),SANDEGUE,Rural,GONTOUGO,1
59,66,Féminin,Marié(e),SANDEGUE,Rural,GONTOUGO,1
77,6,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
15,41,Féminin,Marié(e),SANDEGUE,Rural,GONTOUGO,1
77,12,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
77,4,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
38,14,Féminin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
77,7,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
77,9,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
77,10,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
77,8,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
77,9,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
59,65,Féminin,Marié(e),SANDEGUE,Rural,GONTOUGO,1
13,73,Masculin,Marié(e),SANDEGUE,Rural,GONTOUGO,1
85,31,Masculin,Marié(e),SANDEGUE,Rural,GONTOUGO,1
77,1,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
38,4,Féminin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
15,20,Féminin,Marié(e),SANDEGUE,Rural,GONTOUGO,1
77,10,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
13,63,Masculin,Marié(e),SANDEGUE,Rural,GONTOUGO,1
21,29,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,1
15,48,Féminin,Marié(e),SANDEGUE,Rural,GONTOUGO,1
38,12,Féminin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
77,25,Masculin,Célibataire,SANDEGUE,Rural,GONTOUGO,0
31,37,Masculin,Marié(e),SANDEGUE,Rural,GONTOUGO,0
31,42,Masculin,Marié(e),YOROBODI,Rural,GONTOUGO,0
24,45,Féminin,Marié(e),YOROBODI,Rural,GONTOUGO,0
77,6,Masculin,Célibataire,YOROBODI,Rural,GONTOUGO,0
77,6,Masculin,Célibataire,YOROBODI,Rural,GONTOUGO,0
31,34,Masculin,Marié(e),YOROBODI,Rural,GONTOUGO,0
6,32,Féminin,Marié(e),YOROBODI,Rural,GONTOUGO,0
