Règle_ID,Conditions,Cluster_Assigné,Nombre_Individus
47,marital_status = 'Célibataire' ET milieu_resid = 'Rural' ET bancarise <= 0.50 ET sex = 'Féminin' ET region_name = 'INDENIE-DJUABLIN' ET age_num > 29 ans,80,4
49,marital_status = 'Célibataire' ET milieu_resid = 'Rural' ET bancarise <= 0.50 ET sex = 'Féminin' ET region_name = 'KABADOUGOU' ET age_num > 32 ans,80,1
51,marital_status = 'Célibataire' ET milieu_resid = 'Rural' ET bancarise <= 0.50 ET sex = 'Féminin' ET region_name = 'LA ME' ET 31 < age_num <= 55 ans,80,8
56,marital_status = 'Célibataire' ET milieu_resid = 'Rural' ET bancarise <= 0.50 ET sex = 'Féminin' ET region_name = 'MARAHOUE' ET 35 < age_num <= 59 ans,80,5
59,marital_status = 'Célibataire' ET milieu_resid = 'Rural' ET bancarise <= 0.50 ET sex = 'Féminin' ET region_name = 'MORONOU' ET 36 < age_num <= 61 ans,80,7
62,marital_status = 'Célibataire' ET milieu_resid = 'Rural' ET bancarise <= 0.50 ET sex = 'Féminin' ET region_name = 'N'ZI' ET 38 < age_num <= 55 ans,80,3
65,marital_status = 'Célibataire' ET milieu_resid = 'Rural' ET bancarise <= 0.50 ET sex = 'Féminin' ET region_name = 'NAWA' ET age_num > 36 ans,80,1
68,"marital_status = 'Célibataire' ET milieu_resid = 'Rural' ET bancarise <= 0.50 ET sex = 'Féminin' ET region_name = 'PORO' ET age_num > 29 ans ET city ∈ ['KOFFI-AMONKRO', 'KOKOMIAN', 'KOKUMBO', 'KOLIA', 'KOMBORODOUGOU', 'KONDOSSOU', 'KONG', 'KONGASSO', 'KONI', 'KONONFLA', 'KORHOGO', 'KORO', 'KOSSOU', 'KOTOBI', 'KOUA', 'KOUADIOBLEKRO', 'KOUAKRO', 'KOUAN-HOULE', 'KOUASSI-DATTEKRO', 'KOUASSI-KOUASSIKRO', 'KOUASSI-NIAGUNI', 'KOUETINFLA', 'KOUIBLY', 'KOUMBALA', 'KOUN-FAO', 'KOUNAHIRI', 'KOUTO', 'KPOUEBO', 'KREGBE', 'KROFOINSOU', 'LAKOTA', 'LANGUIBONOU', 'LAOUD-IBA', 'LATAHA', 'LAUZOUA', 'LILIYO', 'LOBAKUYA', 'LOGOUALE', 'LOLOBO', 'LOLOBO DE BEOUMI', 'LOMOKANKRO', 'LOPOU', 'LOVIGUIE', 'M'BAHIAKRO', 'M'BATTO', 'M'BENGUE', 'MADINANI', 'MAFERE', 'MAHANDIANA-SOKOURANI', 'MAHANDOUGOU', 'MAHAPLEU', 'MAMINIGUI', 'MAN', 'MANKONO', 'MARHANDALLAH', 'MASSALA', 'MEAGUI', 'MEDON', 'MEO', 'MINIGNAN', 'MOLONOU', 'MOLONOU-BLE', 'MOROKRO', 'MORONDO', 'N'DOUCI', 'N'DOUFFOUKANKRO', 'N'GATTAKRO', 'N'GOLOBLASSO', 'N'GUESSANKRO', 'N'ZEKRESSESSOU', 'NAFANA', 'NAFANA_PRIKRO', 'NAFOUN', 'NAHIO', 'NAMANE', 'NAPIELEODOUGOU', 'NASSIAN', 'NEBO', 'NIABLE', 'NIAKARAMADOUGOU', 'NIAMBEZARIA', 'NIAMOUE', 'NIDROU', 'NIELLE', 'NIEMENE', 'NIOFOIN', 'NIOKOSSO', 'NIZAHON', 'NOE', 'NOUAMOU', 'ODIENNE', 'OGOUDOU', 'OKROUYO', 'OLODIO', 'ONDEFIDOUO', 'OUANGOLODOUGOU', 'OUANINOU', 'OUELLE', 'OUME', 'OUPOYO', 'OURAGAHIO', 'OUYABLY-GNONDROU', 'PACOBO', 'PAKOUABO', 'PEHE', 'PODIAGOUINE', 'PRIKRO', 'RAVIART', 'RUBINO', 'SABOUDOUGOU', 'SAGO', 'SAIOUA', 'SAKASSOU', 'SAMANGO', 'SAMANZA', 'SAMATIGUILA', 'SAN-PEDRO', 'SANDEGUE', 'SANGOUINE', 'SANTA', 'SANTA DE OUANINOU', 'SARHALA', 'SASSANDRA', 'SATAMA-SOKORO', 'SATAMA-SOKOURA', 'SEDIEGO', 'SEGUELA', 'SEGUELON', 'SEILEU', 'SEITIFLA', 'SEMIEN', 'SERIHIO', 'SIANHALA', 'SIEMPURGO', 'SIFIE', 'SIKENSI', 'SIKOLO', 'SINEMATIALI', 'SINFRA', 'SIPILOU', 'SIRASSO', 'SOKALA-SOBARA', 'SOKORO', 'SONGON', 'SOROBANGO', 'SOUBRE', 'TAABO', 'TABAGNE', 'TABOU', 'TAFIRE', 'TAGADI', 'TAI', 'TANDA', 'TANKESSE', 'TAPEGUIA', 'TCHEDIO', 'TEAPLEU', 'TEHINI', 'TENGRELA', 'TIAPOUM', 'TIASSALE', 'TIBEITA', 'TIE-N'DIEKRO', 'TIEBISSOU', 'TIEME', 'TIEMELEKRO', 'TIENINGBOUE', 'TIENKO', 'TIENKOIKRO', 'TIMBE', 'TINHOU', 'TIORONIARADOUGOU', 'TONLA', 'TORTIYA', 'TOTRODROU', 'TOUBA', 'TOUGBO', 'TOULEPLEU', 'TOUMODI', 'TOUMOUKORO', 'TOUPAH', 'TRANSUA', 'VAVOUA', 'VOUEBOUFLA', 'WOROFLA', 'YAKASSE-ATTOBROU', 'YAKASSE-FEYASSE', 'YAKASSE-ME', 'YAKPABO-SAKASSOU', 'YAMOUSSOUKRO', 'YAOSSEDOUGOU', 'YAOU', 'YEZIMALA', 'YOCOBOUE', 'YOPOHUE', 'YOROBODI', 'YORODOUGOU', 'YOUNDOUO', 'ZAGNE', 'ZAGOUE', 'ZAGUIETA', 'ZAIBO', 'ZANZRA', 'ZARANOU', 'ZEAGLO', 'ZEGO', 'ZIKISSO', 'ZONNEU', 'ZOU', 'ZOUAN-HOUNIEN', 'ZOUKOUGBEU', 'ZUENOULA']",80,3
70,marital_status = 'Célibataire' ET milieu_resid = 'Rural' ET bancarise <= 0.50 ET sex = 'Féminin' ET region_name = 'SAN-PEDRO' ET age_num > 34 ans,80,5
72,"marital_status = 'Célibataire' ET milieu_resid = 'Rural' ET bancarise <= 0.50 ET sex = 'Féminin' ET region_name = 'SUD-COMOE' ET age_num > 32 ans ET city ∈ ['ABENGOUROU', 'ABIDJAN', 'ABIGUI', 'ABOISSO', 'ABOISSO-COMOE', 'ABONGOUA', 'ABOUDE', 'ADAOU', 'ADIAKE', 'ADJOUAN', 'ADZOPE', 'AFFERY', 'AGBOVILLE', 'AGNIBILEKROU', 'AGOU', 'AHOUANOU', 'AKOBOISSUE', 'AKOUPE', 'ALEPE', 'ALLOSSO', 'AMELEKIA', 'ANANDA', 'ANANGUIE', 'ANDE', 'ANDO-KEKRENOU', 'ANGODA', 'ANIASSUE', 'ANNEPE', 'ANOUMABA', 'ANYAMA', 'ARRHA', 'ASSAHARA', 'ASSIE-KOUMASSI', 'ASSIKOI', 'ASSUEFRY', 'ATTIEGOUAKRO', 'ATTOBROU', 'ATTOUTOU', 'AYAME', 'AYAOU-SRAN', 'AZAGUIE', 'BACANDA', 'BADIKAHA', 'BAGOHOUO', 'BAKO', 'BAKOUBLY', 'BANGOLO', 'BASSAWA', 'BAYOTA', 'BAZRA-NATTIS', 'BAZRE', 'BECEDI-BRIGNAN', 'BECOUEFIN', 'BEDIALA', 'BEDY-GOAZON', 'BEGBESSOU', 'BENGASSOU', 'BEOUMI', 'BETTIE', 'BIANKOUMA', 'BIANOUAN', 'BIEBY', 'BILIMORO', 'BIN-HOUYE', 'BINGERVILLE', 'BLAPLEU', 'BLENIMEOUIN', 'BLESSEGUE', 'BLOLEQUIN', 'BOBI', 'BOCANDA']",80,4
76,marital_status = 'Célibataire' ET milieu_resid = 'Rural' ET bancarise <= 0.50 ET sex = 'Féminin' ET region_name = 'TONKPI' ET age_num > 29 ans,80,5
78,"marital_status = 'Célibataire' ET milieu_resid = 'Rural' ET bancarise <= 0.50 ET sex = 'Féminin' ET region_name ∈ ['WORODOUGOU', 'YAMOUSSOUKRO'] ET city ∈ ['ABENGOUROU', 'ABIDJAN', 'ABIGUI', 'ABOISSO', 'ABOISSO-COMOE', 'ABONGOUA', 'ABOUDE', 'ADAOU', 'ADIAKE', 'ADJOUAN', 'ADZOPE', 'AFFERY', 'AGBOVILLE', 'AGNIBILEKROU', 'AGOU', 'AHOUANOU', 'AKOBOISSUE', 'AKOUPE', 'ALEPE', 'ALLOSSO', 'AMELEKIA', 'ANANDA', 'ANANGUIE', 'ANDE', 'ANDO-KEKRENOU', 'ANGODA', 'ANIASSUE', 'ANNEPE', 'ANOUMABA', 'ANYAMA', 'ARRHA', 'ASSAHARA', 'ASSIE-KOUMASSI', 'ASSIKOI', 'ASSUEFRY', 'ATTIEGOUAKRO', 'ATTOBROU', 'ATTOUTOU', 'AYAME', 'AYAOU-SRAN', 'AZAGUIE', 'BACANDA', 'BADIKAHA', 'BAGOHOUO', 'BAKO', 'BAKOUBLY', 'BANGOLO', 'BASSAWA', 'BAYOTA', 'BAZRA-NATTIS', 'BAZRE', 'BECEDI-BRIGNAN', 'BECOUEFIN', 'BEDIALA', 'BEDY-GOAZON', 'BEGBESSOU', 'BENGASSOU', 'BEOUMI', 'BETTIE', 'BIANKOUMA', 'BIANOUAN', 'BIEBY', 'BILIMORO', 'BIN-HOUYE', 'BINGERVILLE', 'BLAPLEU', 'BLENIMEOUIN', 'BLESSEGUE', 'BLOLEQUIN', 'BOBI', 'BOCANDA', 'BODOKRO', 'BOGUEDIA', 'BOLI', 'BONDO', 'BONDOUKOU', 'BONGO', 'BONGOUANOU', 'BONGUERA', 'BONIEREDOUGOU', 'BONON', 'BONOUA', 'BOOKO', 'BORON', 'BOROTOU', 'BOTRO', 'BOUAFLE', 'BOUAKE', 'BOUANDOUGOU', 'BOUGOU', 'BOUGOUSSO', 'BOUKO', 'BOUNA', 'BOUNDA', 'BOUNDIALI', 'BUYO', 'CECHI', 'CHIEPO', 'DABAKALA', 'DABOU', 'DABOUYO', 'DAHIEPA-KEHI', 'DAHIRI', 'DAIRO-DIDIZO', 'DAKPADOU', 'DALEU', 'DALOA', 'DAME', 'DANANE', 'DANANON', 'DANGUIRA', 'DANIA', 'DANOA', 'DAOUKRO', 'DAPEOUA', 'DIABO', 'DIAMARAKRO', 'DIANGOKRO', 'DIANRA', 'DIANRA-VILLAGE', 'DIARABANA', 'DIAWALA', 'DIBRI-ASRIKRO', 'DIDIEVI', 'DIDOKO', 'DIEGONEFLA', 'DIEOUZON', 'DIGNAGO', 'DIKODOUGOU', 'DIMANDOUGOU', 'DIMBOKRO', 'DIOULATIEDOUGOU', 'DIVO', 'DJAMANDIOKE', 'DJEBONOUA', 'DJEKANOU', 'DJIBROSSO', 'DJOUROUTOU', 'DOBA', 'DOGBO', 'DOKE', 'DOROPO', 'DOUGROUPALEGNOA', 'DOUKOUYO', 'DUALLA', 'DUEKOUE', 'DUFFREBO', 'EBILASSOKRO', 'EBONOU', 'ETTROKRO', 'ETUEBOUE', 'FACOBLY', 'FADIADOUGOU', 'FAGNAMPLEU', 'FAMIENKRO', 'FENGOLO', 'FERKESSEDOUGOU', 'FOUMBOLO', 'FOUNGBESSO', 'FRESCO', 'FRONAN', 'GABIADJI', 'GADOUAN', 'GAGNOA', 'GAGORE', 'GALEBOUO', 'GANAONI', 'GBAGBAM', 'GBAPLEU', 'GBOGUHE', 'GBOLOUVILLE', 'GBON', 'GBON-HOUYE', 'GBONGAHA', 'GBONNE', 'GNAMANGUI', 'GODOUKO', 'GOGO', 'GOHITAFLA', 'GOHOUO-ZAGNA', 'GOMON', 'GONATE', 'GOUEKAN', 'GOUINE', 'GOULALEU', 'GOULIA', 'GOUMERE', 'GRABO', 'GRAND-BASSAM', 'GRAND-BEREBY', 'GRAND-LAHOU', 'GRAND-MORIE', 'GRAND-ZATTRY', 'GREGBEU', 'GRIHIRI', 'GUEHIEBLY', 'GUEPAHOUO', 'GUESSABO', 'GUESSIGUIE', 'GUEYO', 'GUEZON_DUEKOUE', 'GUEZON_FACOBLY', 'GUIBEROUA', 'GUIEMBE', 'GUIGLO', 'GUINGLO-TAHOUAKE', 'GUINTEGUELA', 'GUITRY', 'HIRE', 'IBOGUHE', 'ISSIA', 'JACQUEVILLE', 'KAADE', 'KAHIN-ZARABAON', 'KAKPIN', 'KAMALO', 'KANAKONO', 'KANI', 'KANIASSO', 'KANOROBA', 'KANZRA', 'KAOUARA', 'KARAKORO', 'KASSERE', 'KATIOLA', 'KATOGO', 'KETRO BASSAM', 'KIEMOU', 'KIMBIRILA-NORD', 'KIMBIRILA-SUD', 'KOFFI-AMONKRO', 'KOKOMIAN', 'KOKUMBO', 'KOLIA', 'KOMBORODOUGOU', 'KONDOSSOU', 'KONG', 'KONGASSO', 'KONI', 'KONONFLA', 'KORHOGO', 'KORO', 'KOSSOU', 'KOTOBI', 'KOUA', 'KOUADIOBLEKRO', 'KOUAKRO', 'KOUAN-HOULE', 'KOUASSI-DATTEKRO', 'KOUASSI-KOUASSIKRO', 'KOUASSI-NIAGUNI', 'KOUETINFLA', 'KOUIBLY', 'KOUMBALA', 'KOUN-FAO', 'KOUNAHIRI', 'KOUTO', 'KPOUEBO', 'KREGBE', 'KROFOINSOU', 'LAKOTA', 'LANGUIBONOU', 'LAOUD-IBA', 'LATAHA', 'LAUZOUA', 'LILIYO', 'LOBAKUYA', 'LOGOUALE', 'LOLOBO', 'LOLOBO DE BEOUMI', 'LOMOKANKRO', 'LOPOU', 'LOVIGUIE', 'M'BAHIAKRO', 'M'BATTO', 'M'BENGUE', 'MADINANI', 'MAFERE', 'MAHANDIANA-SOKOURANI', 'MAHANDOUGOU', 'MAHAPLEU', 'MAMINIGUI', 'MAN', 'MANKONO', 'MARHANDALLAH', 'MASSALA', 'MEAGUI', 'MEDON', 'MEO', 'MINIGNAN', 'MOLONOU', 'MOLONOU-BLE', 'MOROKRO', 'MORONDO', 'N'DOUCI', 'N'DOUFFOUKANKRO', 'N'GATTAKRO', 'N'GOLOBLASSO', 'N'GUESSANKRO', 'N'ZEKRESSESSOU', 'NAFANA', 'NAFANA_PRIKRO', 'NAFOUN', 'NAHIO', 'NAMANE', 'NAPIELEODOUGOU', 'NASSIAN', 'NEBO', 'NIABLE', 'NIAKARAMADOUGOU', 'NIAMBEZARIA', 'NIAMOUE', 'NIDROU', 'NIELLE', 'NIEMENE', 'NIOFOIN', 'NIOKOSSO', 'NIZAHON', 'NOE', 'NOUAMOU', 'ODIENNE', 'OGOUDOU', 'OKROUYO', 'OLODIO', 'ONDEFIDOUO', 'OUANGOLODOUGOU', 'OUANINOU', 'OUELLE', 'OUME', 'OUPOYO', 'OURAGAHIO', 'OUYABLY-GNONDROU', 'PACOBO', 'PAKOUABO', 'PEHE', 'PODIAGOUINE', 'PRIKRO', 'RAVIART', 'RUBINO', 'SABOUDOUGOU', 'SAGO', 'SAIOUA', 'SAKASSOU', 'SAMANGO', 'SAMANZA', 'SAMATIGUILA', 'SAN-PEDRO', 'SANDEGUE', 'SANGOUINE', 'SANTA', 'SANTA DE OUANINOU', 'SARHALA', 'SASSANDRA', 'SATAMA-SOKORO', 'SATAMA-SOKOURA', 'SEDIEGO', 'SEGUELA', 'SEGUELON', 'SEILEU', 'SEITIFLA', 'SEMIEN', 'SERIHIO', 'SIANHALA', 'SIEMPURGO', 'SIFIE', 'SIKENSI', 'SIKOLO', 'SINEMATIALI', 'SINFRA', 'SIPILOU', 'SIRASSO', 'SOKALA-SOBARA', 'SOKORO', 'SONGON', 'SOROBANGO', 'SOUBRE', 'TAABO', 'TABAGNE', 'TABOU', 'TAFIRE', 'TAGADI', 'TAI', 'TANDA', 'TANKESSE', 'TAPEGUIA', 'TCHEDIO', 'TEAPLEU', 'TEHINI', 'TENGRELA', 'TIAPOUM', 'TIASSALE', 'TIBEITA', 'TIE-N'DIEKRO', 'TIEBISSOU', 'TIEME', 'TIEMELEKRO', 'TIENINGBOUE', 'TIENKO', 'TIENKOIKRO', 'TIMBE', 'TINHOU', 'TIORONIARADOUGOU', 'TONLA', 'TORTIYA', 'TOTRODROU', 'TOUBA', 'TOUGBO', 'TOULEPLEU', 'TOUMODI', 'TOUMOUKORO', 'TOUPAH', 'TRANSUA', 'VAVOUA', 'VOUEBOUFLA', 'WOROFLA', 'YAKASSE-ATTOBROU', 'YAKASSE-FEYASSE'] ET 28 < age_num <= 54 ans",80,4
81,"marital_status = 'Célibataire' ET milieu_resid = 'Rural' ET bancarise <= 0.50 ET sex = 'Féminin' ET region_name ∈ ['WORODOUGOU', 'YAMOUSSOUKRO'] ET city ∈ ['YAKASSE-ME', 'YAKPABO-SAKASSOU', 'YAMOUSSOUKRO', 'YAOSSEDOUGOU', 'YAOU', 'YEZIMALA', 'YOCOBOUE', 'YOPOHUE', 'YOROBODI', 'YORODOUGOU', 'YOUNDOUO', 'ZAGNE', 'ZAGOUE', 'ZAGUIETA', 'ZAIBO', 'ZANZRA', 'ZARANOU', 'ZEAGLO', 'ZEGO', 'ZIKISSO', 'ZONNEU', 'ZOU', 'ZOUAN-HOUNIEN', 'ZOUKOUGBEU', 'ZUENOULA'] ET 36 < age_num <= 52 ans",80,1
475,marital_status = 'Divorcé(e)' ET bancarise <= 0.50 ET 23 < age_num <= 33 ans ET milieu_resid = 'Rural' ET sex = 'Féminin',80,5
480,"marital_status ∈ ['Séparé', 'Union libre', 'Veuf(ve)'] ET bancarise <= 0.50 ET age_num <= 15 ans ET milieu_resid = 'Rural' ET sex = 'Féminin'",80,1
482,"marital_status ∈ ['Séparé', 'Union libre'] ET bancarise <= 0.50 ET 17 < age_num <= 33 ans ET milieu_resid = 'Rural' ET sex = 'Féminin' ET city ∈ ['ABENGOUROU', 'ABIDJAN', 'ABIGUI', 'ABOISSO', 'ABOISSO-COMOE', 'ABONGOUA', 'ABOUDE', 'ADAOU', 'ADIAKE', 'ADJOUAN', 'ADZOPE', 'AFFERY', 'AGBOVILLE', 'AGNIBILEKROU', 'AGOU', 'AHOUANOU', 'AKOBOISSUE', 'AKOUPE', 'ALEPE', 'ALLOSSO', 'AMELEKIA', 'ANANDA', 'ANANGUIE', 'ANDE', 'ANDO-KEKRENOU', 'ANGODA', 'ANIASSUE', 'ANNEPE', 'ANOUMABA', 'ANYAMA', 'ARRHA', 'ASSAHARA', 'ASSIE-KOUMASSI', 'ASSIKOI', 'ASSUEFRY', 'ATTIEGOUAKRO', 'ATTOBROU', 'ATTOUTOU', 'AYAME', 'AYAOU-SRAN', 'AZAGUIE', 'BACANDA', 'BADIKAHA', 'BAGOHOUO', 'BAKO', 'BAKOUBLY', 'BANGOLO', 'BASSAWA', 'BAYOTA', 'BAZRA-NATTIS', 'BAZRE', 'BECEDI-BRIGNAN', 'BECOUEFIN', 'BEDIALA', 'BEDY-GOAZON', 'BEGBESSOU', 'BENGASSOU', 'BEOUMI', 'BETTIE', 'BIANKOUMA', 'BIANOUAN', 'BIEBY', 'BILIMORO', 'BIN-HOUYE', 'BINGERVILLE', 'BLAPLEU', 'BLENIMEOUIN', 'BLESSEGUE', 'BLOLEQUIN', 'BOBI', 'BOCANDA', 'BODOKRO', 'BOGUEDIA', 'BOLI', 'BONDO', 'BONDOUKOU', 'BONGO', 'BONGOUANOU', 'BONGUERA', 'BONIEREDOUGOU', 'BONON', 'BONOUA', 'BOOKO', 'BORON', 'BOROTOU', 'BOTRO', 'BOUAFLE', 'BOUAKE', 'BOUANDOUGOU', 'BOUGOU', 'BOUGOUSSO', 'BOUKO', 'BOUNA', 'BOUNDA', 'BOUNDIALI', 'BUYO', 'CECHI', 'CHIEPO', 'DABAKALA', 'DABOU', 'DABOUYO', 'DAHIEPA-KEHI', 'DAHIRI', 'DAIRO-DIDIZO', 'DAKPADOU', 'DALEU', 'DALOA', 'DAME', 'DANANE', 'DANANON', 'DANGUIRA', 'DANIA', 'DANOA', 'DAOUKRO', 'DAPEOUA', 'DIABO', 'DIAMARAKRO', 'DIANGOKRO', 'DIANRA', 'DIANRA-VILLAGE', 'DIARABANA', 'DIAWALA', 'DIBRI-ASRIKRO', 'DIDIEVI', 'DIDOKO', 'DIEGONEFLA', 'DIEOUZON', 'DIGNAGO', 'DIKODOUGOU', 'DIMANDOUGOU', 'DIMBOKRO', 'DIOULATIEDOUGOU', 'DIVO', 'DJAMANDIOKE', 'DJEBONOUA', 'DJEKANOU', 'DJIBROSSO', 'DJOUROUTOU', 'DOBA', 'DOGBO', 'DOKE', 'DOROPO', 'DOUGROUPALEGNOA', 'DOUKOUYO', 'DUALLA', 'DUEKOUE', 'DUFFREBO', 'EBILASSOKRO', 'EBONOU', 'ETTROKRO', 'ETUEBOUE', 'FACOBLY', 'FADIADOUGOU', 'FAGNAMPLEU', 'FAMIENKRO', 'FENGOLO', 'FERKESSEDOUGOU', 'FOUMBOLO', 'FOUNGBESSO', 'FRESCO', 'FRONAN', 'GABIADJI', 'GADOUAN', 'GAGNOA', 'GAGORE', 'GALEBOUO', 'GANAONI', 'GBAGBAM', 'GBAPLEU', 'GBOGUHE', 'GBOLOUVILLE', 'GBON', 'GBON-HOUYE', 'GBONGAHA', 'GBONNE', 'GNAMANGUI', 'GODOUKO', 'GOGO', 'GOHITAFLA', 'GOHOUO-ZAGNA', 'GOMON', 'GONATE', 'GOUEKAN', 'GOUINE', 'GOULALEU', 'GOULIA', 'GOUMERE', 'GRABO', 'GRAND-BASSAM', 'GRAND-BEREBY', 'GRAND-LAHOU', 'GRAND-MORIE', 'GRAND-ZATTRY', 'GREGBEU', 'GRIHIRI', 'GUEHIEBLY', 'GUEPAHOUO', 'GUESSABO', 'GUESSIGUIE', 'GUEYO', 'GUEZON_DUEKOUE', 'GUEZON_FACOBLY', 'GUIBEROUA', 'GUIEMBE', 'GUIGLO', 'GUINGLO-TAHOUAKE', 'GUINTEGUELA', 'GUITRY', 'HIRE', 'IBOGUHE', 'ISSIA', 'JACQUEVILLE', 'KAADE', 'KAHIN-ZARABAON', 'KAKPIN', 'KAMALO', 'KANAKONO', 'KANI', 'KANIASSO', 'KANOROBA', 'KANZRA', 'KAOUARA', 'KARAKORO', 'KASSERE', 'KATIOLA', 'KATOGO', 'KETRO BASSAM', 'KIEMOU', 'KIMBIRILA-NORD', 'KIMBIRILA-SUD', 'KOFFI-AMONKRO', 'KOKOMIAN', 'KOKUMBO', 'KOLIA', 'KOMBORODOUGOU', 'KONDOSSOU', 'KONG', 'KONGASSO', 'KONI', 'KONONFLA', 'KORHOGO', 'KORO', 'KOSSOU', 'KOTOBI', 'KOUA', 'KOUADIOBLEKRO', 'KOUAKRO', 'KOUAN-HOULE', 'KOUASSI-DATTEKRO', 'KOUASSI-KOUASSIKRO', 'KOUASSI-NIAGUNI', 'KOUETINFLA', 'KOUIBLY', 'KOUMBALA', 'KOUN-FAO', 'KOUNAHIRI', 'KOUTO', 'KPOUEBO', 'KREGBE', 'KROFOINSOU', 'LAKOTA', 'LANGUIBONOU', 'LAOUD-IBA', 'LATAHA', 'LAUZOUA', 'LILIYO', 'LOBAKUYA', 'LOGOUALE', 'LOLOBO', 'LOLOBO DE BEOUMI', 'LOMOKANKRO', 'LOPOU', 'LOVIGUIE', 'M'BAHIAKRO', 'M'BATTO', 'M'BENGUE', 'MADINANI', 'MAFERE', 'MAHANDIANA-SOKOURANI', 'MAHANDOUGOU', 'MAHAPLEU', 'MAMINIGUI', 'MAN', 'MANKONO', 'MARHANDALLAH', 'MASSALA', 'MEAGUI', 'MEDON', 'MEO', 'MINIGNAN', 'MOLONOU', 'MOLONOU-BLE', 'MOROKRO', 'MORONDO', 'N'DOUCI', 'N'DOUFFOUKANKRO', 'N'GATTAKRO', 'N'GOLOBLASSO', 'N'GUESSANKRO', 'N'ZEKRESSESSOU', 'NAFANA', 'NAFANA_PRIKRO', 'NAFOUN', 'NAHIO', 'NAMANE', 'NAPIELEODOUGOU', 'NASSIAN', 'NEBO', 'NIABLE', 'NIAKARAMADOUGOU', 'NIAMBEZARIA', 'NIAMOUE', 'NIDROU', 'NIELLE', 'NIEMENE', 'NIOFOIN', 'NIOKOSSO', 'NIZAHON', 'NOE', 'NOUAMOU', 'ODIENNE', 'OGOUDOU', 'OKROUYO', 'OLODIO', 'ONDEFIDOUO', 'OUANGOLODOUGOU', 'OUANINOU', 'OUELLE', 'OUME', 'OUPOYO', 'OURAGAHIO', 'OUYABLY-GNONDROU', 'PACOBO', 'PAKOUABO', 'PEHE', 'PODIAGOUINE', 'PRIKRO', 'RAVIART', 'RUBINO', 'SABOUDOUGOU', 'SAGO', 'SAIOUA', 'SAKASSOU', 'SAMANGO', 'SAMANZA', 'SAMATIGUILA', 'SAN-PEDRO', 'SANDEGUE', 'SANGOUINE', 'SANTA', 'SANTA DE OUANINOU', 'SARHALA', 'SASSANDRA', 'SATAMA-SOKORO', 'SATAMA-SOKOURA', 'SEDIEGO', 'SEGUELA', 'SEGUELON', 'SEILEU', 'SEITIFLA', 'SEMIEN', 'SERIHIO', 'SIANHALA', 'SIEMPURGO', 'SIFIE', 'SIKENSI', 'SIKOLO', 'SINEMATIALI', 'SINFRA', 'SIPILOU', 'SIRASSO', 'SOKALA-SOBARA', 'SOKORO', 'SONGON', 'SOROBANGO', 'SOUBRE', 'TAABO', 'TABAGNE', 'TABOU', 'TAFIRE']",80,140
